69,367
75,306
64,276
50,258
41,248
34,246
27,250
21,256
17,267
12,278
9,288
9,301
11,308
11,320
10,332
11,343
10,355
9,366
11,380
9,393
10,402
12,407
15,409
15,418
17,431
14,441
16,441
15,449
14,453
17,456
19,456
21,461
21,449
25,433
23,432
28,409
32,393
32,380
34,361
30,365
32,352
29,340
27,336
21,345
18,348
16,360
17,364
15,367
18,370
19,380
19,373
24,362
24,364
27,359
25,357
25,351
24,356
22,359
22,353
20,363
19,376
17,381
14,395
13,405
14,416
15,423
18,425
21,425
18,431
19,433
21,437
20,440
21,439
20,435
19,445
18,447
17,452
16,466
17,473
17,470
21,471
20,468
24,458
31,443
36,424
41,397
45,366
42,349
38,341
31,338
32,331
31,323
28,321
27,321
24,318
22,322
25,322
22,323
21,327
18,336
17,346
18,356
18,361
22,363
25,352
26,351
25,349
26,338
31,316
34,313
37,290
36,281
34,265
33,262
32,260
33,260
33,250
34,234
31,226
30,224
32,224
35,225
34,221
28,229
22,232
21,241
22,251
20,264
20,265
21,270
19,276
19,286
19,297
18,296
19,305
20,317
21,327
20,328
19,331
17,344
19,357
20,369
18,379
17,389
17,392
20,390
20,397
22,396
22,396
28,386
28,376
31,362
39,337
47,307
46,279
44,265
40,261
41,244
39,236
40,233
37,235
33,235
32,236
30,245
27,251
23,256
22,264
22,269
17,279
17,287
17,300
17,307
18,311
19,322
21,332
19,334
24,321
28,312
29,306
28,302
26,310
24,310
20,318
20,327
19,332
18,340
16,355
16,364
17,376
16,387
17,393
17,406
18,407
20,409
24,414
26,409
26,408
29,402
30,399
33,384
36,376
32,359
34,336
38,318
39,313
43,294
41,281
45,261
48,242
41,235
40,220
38,214
36,216
35,211
33,213
30,216
27,209
26,209
29,209
24,218
23,229
18,235
16,243
16,255
18,264
19,269
21,277
20,275
23,280
26,282
26,276
26,279
27,271
27,264
27,265
25,273
27,278
29,275
27,267
31,262
32,255
32,244
34,236
31,235
31,234
31,236
29,230
27,239
22,251
21,258
22,273
19,282
20,280
19,295
21,294
20,299
21,300
20,299
20,305
20,313
21,318
23,319
23,322
25,325
25,323
27,319
25,320
25,319
27,317
29,309
29,302
31,297
32,288
36,279
37,264
35,259
40,252
39,242
40,236
37,228
34,228
31,225
31,235
28,244
25,241
24,249
20,264
17,273
16,286
15,293
16,297
17,305
19,315
23,301
25,297
26,307
28,299
32,293
32,293
30,299
30,299
35,285
35,277
32,281
31,279
34,247
31,244
30,247
28,251
25,253
25,261
27,257
27,260
26,265
25,276
23,283
22,281
21,291
23,302
22,312
20,309
25,311
24,308
29,299
30,297
36,291
37,285
35,284
36,285
28,285
27,296
24,297
21,308
19,315
20,322
18,332
17,335
17,343
17,342
19,350
28,325
31,325
31,326
31,326
29,330
25,330
22,333
24,342
24,338
25,335
26,335
26,337
25,343
25,341
26,338
29,330
33,305
34,303
37,283
