73,373
78,291
77,245
71,215
57,194
41,190
31,191
21,201
14,215
13,230
12,241
11,259
8,271
7,289
8,300
8,317
10,320
15,315
19,309
21,295
23,296
27,286
30,282
32,269
30,263
32,253
33,252
32,256
29,253
25,261
22,270
23,266
26,258
22,257
23,264
26,265
26,264
26,264
29,249
33,233
34,225
33,225
33,230
31,229
29,226
27,228
26,227
23,234
23,239
22,244
22,245
24,247
25,244
25,249
24,244
23,251
22,250
23,259
20,262
19,269
16,275
15,292
16,304
17,313
16,319
14,331
14,347
13,357
14,358
15,365
14,371
19,364
25,339
31,313
35,291
39,263
37,261
30,272
29,270
26,268
26,253
26,250
23,240
20,247
18,247
18,255
18,254
22,252
23,252
22,252
24,255
22,265
20,275
19,281
16,284
18,278
23,266
24,256
27,253
25,257
25,263
24,264
24,267
22,281
18,293
17,302
18,306
17,304
18,306
21,305
23,307
26,301
27,295
27,294
29,290
25,289
24,279
24,277
23,286
17,298
15,299
14,305
15,310
16,314
19,313
20,315
21,308
21,315
19,331
19,336
20,342
21,343
18,351
17,351
20,357
22,351
25,344
30,321
33,309
35,310
35,311
33,309
30,302
29,306
34,291
34,280
32,286
26,304
20,319
13,337
8,356
7,373
5,386
10,393
12,392
20,390
26,375
33,355
34,345
33,329
34,317
35,295
39,269
35,265
32,265
29,273
26,276
27,271
22,267
24,264
24,260
27,256
26,256
31,238
28,240
23,247
20,260
21,259
23,260
23,271
22,280
22,284
20,282
22,290
26,279
27,277
29,280
29,289
26,294
20,306
18,310
19,319
19,329
19,336
21,340
24,340
27,325
29,325
26,323
29,318
30,311
31,295
32,303
31,308
29,306
26,301
27,301
26,307
26,317
25,321
26,324
23,326
21,320
23,326
26,319
28,314
28,306
29,297
35,281
33,263
34,261
34,252
35,243
33,249
31,253
30,244
27,258
24,275
21,285
18,296
14,304
17,306
18,301
21,297
23,302
27,301
28,299
27,300
26,314
23,325
21,332
19,340
20,352
16,367
14,379
12,390
13,401
14,418
17,422
20,428
24,419
27,404
28,396
31,387
39,368
38,351
43,316
47,292
47,285
40,286
38,292
35,305
28,313
23,325
20,341
18,351
19,358
16,366
15,380
18,378
22,356
28,349
30,350
32,345
32,349
29,357
26,372
24,373
23,382
23,390
20,403
17,415
19,424
19,423
17,433
19,438
20,440
23,443
28,423
31,425
31,428
30,431
26,436
23,442
20,441
21,447
28,418
36,392
42,363
48,344
53,314
53,279
53,235
59,210
55,200
53,179
46,186
36,193
30,210
26,223
19,239
15,255
13,272
11,285
11,293
15,293
18,287
21,287
25,293
25,292
26,300
26,309
29,312
25,321
23,319
21,323
19,338
16,354
12,367
11,385
10,404
9,420
8,440
8,458
7,477
7,492
8,503
8,517
12,520
17,511
25,492
36,458
42,426
48,404
54,380
54,362
53,353
55,327
56,312
55,290
57,266
55,257
50,249
49,235
46,227
39,221
38,220
35,231
30,239
