65,387,
68,339,
51,339,
35,354,
25,367,
19,397,
13,426,
12,460,
10,497,
8,535,
8,573,
8,615,
5,660,
4,705,
3,747,
5,783,
8,811,
9,843,
11,874,
11,904,
14,937,
15,959,
16,988,
17,1009,
18,1020,
23,1029,
24,1036,
56,936,
100,751,
103,658,
76,603,
68,553,
60,511,
46,515,
36,516,
27,539,
24,550,
20,564,
21,580,
19,604,
16,637,
12,669,
11,703,
14,723,
16,735,
17,764,
14,788,
15,810,
18,826,
20,849,
25,849,
36,812,
43,784,
53,749,
49,721,
45,702,
41,707,
39,691,
28,699,
31,688,
29,700,
24,723,
22,740,
20,750,
20,756,
23,766,
24,775,
26,785,
29,783,
32,777,
31,776,
30,764,
34,756,
28,769,
25,783,
20,799,
20,813,
23,821,
26,835,
25,843,
27,844,
31,831,
43,792,
47,755,
53,712,
50,690,
43,682,
40,679,
42,662,
35,658,
35,654,
31,656,
25,672,
23,682,
23,692,
29,680,
29,698,
23,708,
26,707,
25,728,
23,731,
25,734,
30,724,
30,732,
24,752,
23,758,
22,782,
21,797,
21,807,
23,820,
26,819,
28,829,
26,850,
28,855,
31,851,
32,841,
38,815,
45,778,
52,723,
52,703,
57,662,
52,641,
42,633,
39,611,
36,611,
34,611,
28,623,
22,644,
16,677,
11,709,
10,749,
8,790,
8,827,
8,859,
10,893,
31,845,
38,836,
40,831,
41,821,
39,804,
32,790,
32,792,
32,794,
30,805,
27,809,
26,818,
22,840,
27,821,
27,829,
31,822,
36,812,
39,793,
40,782,
39,774,
34,774,
32,758,
37,735,
40,722,
36,727,
30,740,
23,769,
16,790,
14,812,
16,842,
12,883,
6,920,
4,969,
4,1013,
4,1053,
6,1094,
21,1076,
39,1037,
57,960,
59,915,
63,864,
60,829,
50,804,
45,778,
42,765,
39,750,
39,752,
39,732,
38,715,
36,716,
42,684,
46,655,
46,645,
35,633,
32,615,
33,601,
31,597,
32,612,
30,625,
22,640,
23,646,
25,652,
22,672,
20,697,
17,724,
16,748,
14,774,
13,803,
20,809,
22,808,
24,808,
25,809,
35,796,
36,787,
33,793,
34,792,
31,787,
29,801,
23,816,
21,841,
20,858,
19,874,
19,895,
17,912,
23,906,
33,893,
34,882,
35,874,
42,859,
44,828,
40,807,
43,784,
43,775,
39,766,
34,761,
34,761,
27,779,
23,794,
21,806,
29,793,
30,782,
35,781,
35,780,
32,779,
28,793,
26,805,
24,809,
25,820,
27,833,
26,822,
34,806,
35,798,
36,797,
35,796,
32,814,
30,798,
33,778,
37,771,
35,778,
27,795,
24,823,
18,838,
14,877,
12,895,
14,916,
18,930,
17,953,
20,971,
21,986,
23,999,
26,995,
33,973,
45,915,
61,858,
66,802,
67,742,
61,687,
62,644,
55,614,
43,617,
31,626,
25,645,
22,653,
24,660,
20,678,
18,704,
17,714,
17,739,
19,760,
22,766,
24,785,
27,785,
32,784,
33,761,
39,746,
36,743,
33,741,
37,718,
37,699,
36,695,
36,692,
37,678,
37,687,
32,692,
35,680,
30,687,
31,682,
30,692,
29,691,
28,707,
25,707,
25,672,
22,689,
18,713,
19,724,
18,740,
18,764,
18,795,
17,818,
15,848,
14,877,
16,892,
16,909,
21,908,
28,898,
33,883,
34,881,
38,857,
51,806,
55,741,
60,699,
59,658,
58,622,
56,588,
46,571,
36,586,
27,600,
17,624,
13,661,
11,695,
10,721,
26,696,
34,685,
39,668,
34,669,
30,668,
29,676,
29,669,
28,677,
34,657,
36,652,
38,642,
38,623,
39,612,
41,604,
37,604,
32,596,
30,608,
30,602,
34,599,
31,613,
22,630,
16,649,
17,668,
25,664,
25,675,
25,680,
26,694,
25,700,
24,707,
26,717,
28,718,
33,709,
30,702,
32,711,
34,697,
35,698,
33,693,
26,696,
24,706,
28,703,
28,708,
35,689,
41,672,
40,657,
42,632,
43,614,
39,620,
30,624,
29,620,
30,618,
30,620,
30,629,
31,631,
30,626,
30,634,
30,636,
26,635,
25,648,
27,657,
23,665,
21,691,
21,711,
19,731,
15,762,
15,790,
12,823,
12,851,
16,864,
24,856,
35,833,
36,829,
37,815,
42,792,
36,785,
36,786,
31,779,
36,766,
37,746,
38,733,
38,725,
37,703,
42,679,
42,655,
44,636,
37,649,
31,648,
26,666,
23,678,
19,689,
19,715,
18,736,
18,751,
19,770,
21,781,
28,767,
35,753,
35,749,
28,745,
28,754,
30,756,
33,751,
37,748,
32,749,
36,732,
35,730,
37,703,
40,685,
42,657,
40,650,
41,630,
40,624,
38,612,
36,621,
32,631,
23,636,
24,649,
26,663,
29,664,
25,666,
26,668,
27,678,
31,668,
33,657,
34,666,
32,667,
29,678,
28,677,
27,686,
25,700,
25,702,
25,713,
23,725,
21,744,
22,750,
24,756,
24,757,
26,758,
28,765,
31,756,
32,756,
32,751,
30,758,
30,747,
31,740,
36,734,
30,732,
31,745,
29,746,
29,739,
29,743,
30,742,
38,721,
39,707,
43,683,
43,671,
35,679,
32,693,
30,680,
28,683,
34,669,
35,654,
36,648,
35,640,
33,643,
33,628,
31,637,
30,641,
28,655,
23,664,
21,676,
23,689,
25,699,
24,715,
22,727,
22,742,
21,763,
35,721,
42,700,
45,675,
43,653,
38,654,
31,665,
28,673,
28,679,
26,684,
25,686,
27,686,
32,685,
31,700,
24,714,
18,736,
17,765,
21,773,
26,776,
27,771,
29,772,
30,778,
28,788,
26,788,
22,809,
16,841,
17,857,
17,881,
18,895,
22,903,
21,917,
20,936,
28,930,
28,928,
29,924,
34,921,
35,914,
42,871,
46,844,
46,831,
37,817,
38,803,
38,777,
47,735,
44,732,
36,720,
35,725,
