66,367,
64,336,
56,328,
42,335,
32,353,
28,353,
26,374,
24,386,
20,400,
20,419,
21,435,
21,445,
21,467,
23,472,
28,479,
29,483,
35,461,
34,468,
33,463,
32,468,
35,449,
39,445,
38,437,
38,420,
37,426,
30,431,
29,436,
31,431,
28,435,
25,437,
27,444,
27,456,
30,448,
33,439,
46,395,
